Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-TABM-1157	Transcriptional profiling of in vivo immune responses to mycobacteria using the tuberculin skin test	transcription profiling by array	Homo sapiens	44	2012-05-13	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-1157/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-1157/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1157/
E-TABM-1155	HeLa cell cycle time series - double thymidine block	transcription profiling by array	Homo sapiens	22	2012-05-05	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-1155/E-TABM-1155.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1155/
E-MTAB-922	Transcription profiling by array of human MCF7 breast cancer cells to study the acquisition of resistance to long term estrogen deprivation (LTED) on an aromatase inhibitor (AI)	transcription profiling by array	Homo sapiens	15	2012-05-03	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-922/E-MTAB-922.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-922/E-MTAB-922.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-922/
E-MEXP-3289	Transcription profiling by array of human mesenchymal stems cells and adipocytes treated with tipranavir or DMSO	transcription profiling by array	Homo sapiens	16	2012-05-03	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3289/E-MEXP-3289.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3289/E-MEXP-3289.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3289/
E-MEXP-3006	Antibody microarray profiling of pancreatic cancer using 12 urine samples	proteomic profiling by array	Homo sapiens	24	2012-05-03	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3006/E-MEXP-3006.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3006/E-MEXP-3006.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3006/
E-MEXP-3600	Transcription profiling by array of human A549 cells exposed to silica nanoparticles coated with bovine serum albumin	transcription profiling by array	Homo sapiens	4	2012-05-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3600/E-MEXP-3600.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3600/E-MEXP-3600.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3600/
E-MEXP-3594	Transcription profiling of microRNAs in CD44 wild-type/knockout mice and human blood samples to study the pathogenesis of experimental autoimmune encephalomyelitis	transcription profiling by array	Homo sapiens, Mus musculus	6	2012-05-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3594/E-MEXP-3594.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3594/
E-MEXP-3262	FOXO3a and beta-catenin transcriptional profile in human colon cancer cell line DLD1	transcription profiling by array	Homo sapiens	24	2012-05-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3262/E-MEXP-3262.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3262/E-MEXP-3262.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3262/
E-MEXP-3578	Transcription profiling by array of a pooled serum sample from patients with acute myocardial infarction compared to a similar pool from healthy controls	transcription profiling by array	Homo sapiens	1	2012-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3578/E-MEXP-3578.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3578/E-MEXP-3578.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3578/
E-MEXP-3557	Transcription profiling by array of human kras mutant and wild type cells implanted into nude mice with or without MEK inhibitor (AZD6244) treatment	transcription profiling by array	Homo sapiens	11	2012-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3557/E-MEXP-3557.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3557/E-MEXP-3557.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3557/
E-MEXP-3549	Transcription profiling by array of human colorectal cancer primary tumours with KRAS status	transcription profiling by array	Homo sapiens	40	2012-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3549/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3549/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3549/
E-MEXP-3430	p21 as a transcriptional co-repressor of S-phase and mitotic control genes-Human keratinocytes	transcription profiling by array	Homo sapiens	3	2012-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3430/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3430/E-MEXP-3430.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3430/
E-MEXP-3274	Regulation of Migration and Invasive Potential of Neuroblastoma Cells Mediated By MYCN miR-335 and Multiple TGF-Beta Signalling Pathway Members	transcription profiling by array	Homo sapiens	4	2012-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3274/E-MEXP-3274.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3274/E-MEXP-3274.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3274/
E-MEXP-3224	Transcription profiling by array of human colon adenocarcinoma cells with reversible p53 activation	transcription profiling by array	Homo sapiens	6	2012-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3224/E-MEXP-3224.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3224/E-MEXP-3224.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3224/
E-TABM-1152	HeLa cell cycle time series	transcription profiling by array	Homo sapiens	24	2012-04-29	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-1152/E-TABM-1152.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1152/
E-MTAB-1014	Transcriptomic analysis of CD4 T cells	transcription profiling by array	Homo sapiens	9	2012-04-28	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1014/E-MTAB-1014.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1014/E-MTAB-1014.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1014/
E-MTAB-1107	MiR-182 and miR-203 induce EMT		Homo sapiens	12	2012-04-27	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1107/E-MTAB-1107.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1107/E-MTAB-1107.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1107/
E-MEXP-3583	Transcription profiling by array of human lung epithelial cells after exposure to nanosilver	transcription profiling by array	Homo sapiens	12	2012-04-16	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3583/E-MEXP-3583.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3583/E-MEXP-3583.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3583/
E-MTAB-1027	Transcription profiling by array of normal human bronchial epithelial cells treated with tumor necrosis factor-alpha	transcription profiling by array	Homo sapiens	60	2012-04-15	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1027/raw/	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1027/
E-MTAB-635	Transcription profiling by array o fhuman colorectal cells with RNAi knockdown of NAV3	transcription profiling by array	Homo sapiens	4	2012-04-13	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-635/E-MTAB-635.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-635/
E-MTAB-1041	Transcription profiling by array of human prostate cancer samples in order to examine the changes in gene transcription underlying the aberrant citrate and choline metabolism	transcription profiling by array	Homo Sapiens	168	2012-04-10	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1041/E-MTAB-1041.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1041/
E-MEXP-3568	ChIP-chip by array of H. sapiens HeLa cells to investigate binding sites using anti-TLS antibody and control	ChIP-chip by array	Homo sapiens	2	2012-04-06	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3568/E-MEXP-3568.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3568/
E-MTAB-621	MECP2 ChIP-chip and MeDIP-chip experiments	ChIP-chip by array, methylation profiling by array	Homo sapiens	12	2012-04-05	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-621/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-621/
E-MTAB-781	Transcription profiling by array of human origin-specific smooth muscle cells	transcription profiling by array	Homo sapiens	12	2012-04-02	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-781/E-MTAB-781.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-781/E-MTAB-781.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-781/
E-MEXP-3496	Transcription profiling by array of human MKN74 gastric epithelial cells infected with Enterococcus faecalis for 24 hrs or 5day	transcription profiling by array	Homo sapiens	12	2012-04-02	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3496/E-MEXP-3496.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3496/
E-MTAB-1007	Transcription profiling by array of Lipocalin 2 expression in endometrial cancer	transcription profiling by array	Homo sapiens	76	2012-04-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1007/E-MTAB-1007.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1007/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1007/
E-MTAB-877	Transcription profiling by array of human organotypical epithelial cell line AIR-100 to investigate the impact of smoke exposure on organotypical epithelial airway tissues (Exiqon platform)	transcription profiling by array	Homo sapiens	119	2012-04-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-877/E-MTAB-877.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-877/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-877/
E-MTAB-874	Transcription profiling by array of human organotypical epithelial cell line AIR-100 to investigate the impact of smoke exposure on organotypical epithelial airway tissues (Affymetrix platform)	transcription profiling by array	Homo sapiens	118	2012-04-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-874/E-MTAB-874.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-874/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-874/
E-MEXP-3526	Transcription profiling of human CYC116 and ZM447439 resistant HCT116 wild type and HCT116 p53 null clones in comparison to parent cell lines	transcription profiling by array	Homo sapiens	41	2012-04-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3526/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3526/E-MEXP-3526.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3526/
E-MEXP-3410	Transcription profiling by array of human PBMCs incubated with anti-CD3 and anti-CD28 with or without PDL1	transcription profiling by array	Homo sapiens	14	2012-04-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3410/E-MEXP-3410.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3410/
E-TABM-1138	Transcription profiling by array of paired samples from 142 patients before and after 48 hours of treatment with bortezomid	transcription profiling by array	Homo sapiens	284	2012-03-31	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-1138/raw/	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1138/
E-MTAB-380	Transcription profiling by array of peripheral blood mononuclear cells from male and female patients with relapsing remitting multiple sclerosis and healthy controls	transcription profiling by array	Homo sapiens	45	2012-03-31	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-380/E-MTAB-380.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-380/E-MTAB-380.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-380/
E-MEXP-3515	MicroRNA profiling by array of colorectal cancer tissue	microRNA profiling by array	Homo sapiens	32	2012-03-31	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3515/E-MEXP-3515.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3515/E-MEXP-3515.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3515/
E-MEXP-3379	RNAi knockdown of GLI1 in human pancreatic adenocarcinoma cells	transcription profiling by array	Homo sapiens	4	2012-03-31	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3379/E-MEXP-3379.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3379/
E-MTAB-833	Adipocytokines and E-cadherin in colorectal carcinomas	transcription profiling by array	Homo sapiens	42	2012-03-30	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-833/E-MTAB-833.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-833/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-833/
E-MEXP-3488	Exon-based transcriptome profiling of high-risk DLBCL patients less than 65 years old	transcription profiling by array	Homo sapiens	43	2012-03-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3488/E-MEXP-3488.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3488/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3488/
E-MEXP-3463	Comparative genomic hybridization by array of human high-risk diffuse large B-cell lymphoma samples from patients treated with dose-dense chemoimmunotherapy	comparative genomic hybridization by array	Homo sapiens	51	2012-03-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3463/E-MEXP-3463.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3463/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3463/
E-MTAB-408	miRNA expression profiling of prostate cancer	microRNA profiling by array	Homo sapiens	54	2012-03-29	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-408/E-MTAB-408.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-408/E-MTAB-408.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-408/
E-MEXP-2943	Searching targets for miR-32 and miR-148a	microRNA profiling by array	Homo sapiens	4	2012-03-29	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2943/E-MEXP-2943.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2943/E-MEXP-2943.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2943/
E-MEXP-3288	Transcription profiling by array of white matter from patients with two disease variants of X-linked adrenoleukodystrophy	transcription profiling by array	Homo sapiens	24	2012-03-21	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3288/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3288/E-MEXP-3288.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3288/
E-MEXP-3124	Transcriptional Profiling Studies of mechanical stretched human Mesenchymal Stem Cells with or without Tubacin	transcription profiling by array	Homo sapiens	10	2012-03-21	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3124/E-MEXP-3124.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3124/E-MEXP-3124.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3124/
E-MTAB-791	Transcriptional profiling of human macrophages differentiated with macrophage colony-stimulating factor (M-CSF) and/or granulocyte-macrophage colony-stimulating factor (GM-CSF)	transcription profiling by array	Homo sapiens	12	2012-03-20	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-791/E-MTAB-791.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-791/E-MTAB-791.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-791/
E-ERAD-10	MBD-Seq of human brain biopsy samples to explore human epigenetic variation at CpG islands. EGA study	methylation profiling by high throughput sequencing	Homo sapiens	124	2012-03-20	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-ERAD-10/
E-MEXP-3476	Transcription profiling by array of alternative reading frame (ARF) overexpression in human LN229 glioma cells	transcription profiling by array	Homo sapiens	4	2012-03-15	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3476/E-MEXP-3476.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3476/E-MEXP-3476.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3476/
E-MTAB-609	Transcriptome analysis of MCF-7 breast cancer cell population to reveal the transcriptional diversity at the single cell level	RNA-seq of coding RNA from single cells, RNA-seq of coding RNA	Homo sapiens	4	2012-03-14	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-609/
E-MEXP-3585	Transcription profiling by array of control B lymphoma cell-line (BJAB pz2) stably transfected with an empty vector and a BJAB cell-line stably expressing Epstein-Barr virus EBNA 3C (BJAB E3C-4)	transcription profiling by array	Homo sapiens	4	2012-03-13	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3585/E-MEXP-3585.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3585/
E-MEXP-3577	Transcription profiling by array of human embryonic stem cells response to retinoic acid exposure	transcription profiling by array	Homo sapiens	22	2012-03-13	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3577/E-MEXP-3577.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3577/E-MEXP-3577.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3577/
E-MEXP-2571	Transcription profiling by array of human blood in dairly product consumption time series	transcription profiling by array	Homo sapiens	48	2012-03-13	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2571/E-MEXP-2571.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2571/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2571/
E-MTAB-354	Comparative genomic hybridization by array of human brain metastases and primary breast carcinomas	transcription profiling by array	Homo sapiens	40	2012-03-08	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-354/E-MTAB-354.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-354/
